clusters,match_day,winner_name,winner_hand,percentage_successful_attempt,Freq
1,13.923076923076923,0.3076923076923077,0.6538461538461539,40.38461538461539,26
2,38.68421052631579,0.5789473684210527,0.7894736842105263,46.31578947368421,19
3,35.6,0.8,0.2,22.0,5
